Gene_ID	Annotation
C1G26880.1	GO:0005737
C1G26890.1	GO:0005634
C1G26900.1	GO:0005739
C1G26910.1	GO:0009941
C1G26910.1	GO:0016020
C1G26910.1	GO:0005737
C1G26910.1	GO:0009941
C1G26910.1	GO:0009941
C1G26910.1	GO:0009941
C1G26920.1	GO:0005634
C1G26930.1	GO:0005777
C1G26930.1	GO:0005634
C1G26930.1	GO:0005777
C1G26940.1	GO:0005576
C1G26945.1	GO:0005634
C1G26960.1	GO:0005634
C1G27020.1	GO:0005634
C1G27040.1	GO:0005886
C1G27045.1	GO:0005634
C1G27050.1	GO:0005634
C1G27060.1	GO:0005737
C1G27080.1	GO:0005886
C1G27090.1	GO:0005829
C1G27090.1	GO:0009507
C1G27100.1	GO:0005634
C1G27100.1	GO:0005773
C1G27100.1	GO:0005773
C1G27120.1	GO:0005794
C1G27130.1	GO:0046686
C1G27135.1	GO:0005576
C1G27140.1	GO:0005737
C1G27150.1	GO:0005634
C1G27160.1	GO:0005737
C1G27170.1	GO:0009506
C1G27170.1	GO:0005737
C1G27170.1	GO:0009507
C1G27180.1	GO:0005737
C1G27190.1	GO:0005886
C1G27190.1	GO:0005576
C1G27200.1	GO:0005794
C1G27200.1	GO:0005794
C1G27200.1	GO:0005634
C1G27210.1	GO:0009507
C1G27220.1	GO:0005634
C1G27240.1	GO:0005634
C1G27250.1	GO:0005634
C1G27260.1	GO:0005634
C1G27270.1	GO:0005634
C1G27280.1	GO:0005634
C1G27290.1	GO:0005739
C1G27300.1	GO:0005634
C1G27310.1	GO:0005737
C1G27320.1	GO:0005886
C1G27330.1	GO:0005739
C1G27340.1	GO:0005634
C1G27350.1	GO:0005739
C1G27360.1	GO:0005634
C1G27370.1	GO:0005634
C1G27380.2	GO:0005739
C1G27390.1	GO:0005739
C1G27390.1	GO:0022626
C1G27390.1	GO:0022626
C1G27390.1	GO:0022626
C1G27390.1	GO:0022626
C1G27390.1	GO:0046872
C1G27400.1	GO:0005774
C1G27400.1	GO:0009507
C1G27400.1	GO:0009506
C1G27400.1	GO:0005773
C1G27400.1	GO:0005774
C1G27400.1	GO:0005886
C1G27400.1	GO:0009507
C1G27400.1	GO:0005829
C1G27400.1	GO:0005774
C1G27400.1	GO:0005773
C1G27420.1	GO:0005737
C1G27430.1	GO:0005634
C1G27435.1	GO:0005739
C1G27440.1	GO:0005794
C1G27450.3	GO:0005737
C1G27450.3	GO:0005794
C1G27460.1	GO:0005886
C1G27460.1	GO:0005634
C1G27460.1	GO:0005886
C1G27470.1	GO:0005634
C1G27480.1	GO:0005774
C1G27480.1	GO:0005576
C1G27480.1	GO:0005773
C1G27480.1	GO:0005773
C1G27480.1	GO:0005774
C1G27480.1	GO:0005774
C1G27490.1	GO:0005739
C1G27510.1	GO:0009507
C1G27530.1	GO:0009507
C1G27540.1	GO:0005634
C1G27570.1	GO:0005737
C1G27580.1	GO:0005739
C1G27595.1	GO:0005737
C1G27610.1	GO:0005739
C1G27620.1	GO:0005737
C1G27630.1	GO:0005634
C1G27640.1	GO:0005634
C1G27650.1	GO:0005634
C1G27660.1	GO:0005634
C1G27680.1	GO:0009507
C1G27690.1	GO:0005739
C1G27700.1	GO:0005794
C1G27700.1	GO:0005634
C1G27720.1	GO:0009506
C1G27720.1	GO:0005634
C1G27730.1	GO:0005634
C1G27740.1	GO:0005634
C1G27750.1	GO:0005634
C1G27752.1	GO:0005634
C1G27760.3	GO:0005634
C1G27770.1	GO:0005886
C1G27820.1	GO:0005739
C1G27840.3	GO:0005634
C1G27850.1	GO:0005886
C1G27850.1	GO:0005886
C1G27860.1	GO:0005634
C1G27880.1	GO:0005634
C1G27890.1	GO:0005739
C1G27900.1	GO:0005634
C1G27910.1	GO:0005634
C1G27930.1	GO:0005794
C1G27940.1	GO:0005634
C1G27950.1	GO:0005886
C1G27950.1	GO:0046658
C1G27950.1	GO:0046658
C1G27960.1	GO:0005634
C1G27970.2	GO:0005829
C1G27970.2	GO:0005737
C1G27970.2	GO:0005886
C1G27970.2	GO:0005886
C1G27980.1	GO:0016020
C1G28010.1	GO:0005634
C1G28020.1	GO:0005739
C1G28030.1	GO:0005737
C1G28040.1	GO:0005634
C1G28050.1	GO:0005634
C1G28060.1	GO:0005634
C1G28070.1	GO:0005634
C1G28080.1	GO:0005634
C1G28090.1	GO:0005739
C1G28110.1	GO:0005576
C1G28110.1	GO:0009506
C1G28120.1	GO:0005737
C1G28130.1	GO:0005737
C1G28140.1	GO:0009507
C1G28140.1	GO:0009507
C1G28150.1	GO:0009507
C1G28150.1	GO:0010287
C1G28150.1	GO:0010287
C1G28150.1	GO:0010287
C1G28150.1	GO:0010287
C1G28160.1	GO:0005634
C1G28170.1	GO:0005634
C1G28180.1	GO:0005634
C1G28200.1	GO:0009507
C1G28210.2	GO:0005739
C1G28220.1	GO:0009507
C1G28230.1	GO:0009507
C1G28250.1	GO:0005739
C1G28260.1	GO:0005634
C1G28270.1	GO:0005576
C1G28280.1	GO:0005634
C1G28290.1	GO:0009506
C1G28300.1	GO:0005634
C1G28305.1	GO:0005737
C1G28306.1	GO:0005737
C1G28310.2	GO:0005634
C1G28327.1	GO:0005634
C1G28330.5	GO:0005634
C1G28335.1	GO:0005576
C1G28340.1	GO:0005886
C1G28350.1	GO:0005737
C1G28360.1	GO:0005634
C1G28370.1	GO:0005634
C1G28375.1	GO:0005739
C1G28380.1	GO:0005634
C1G28390.2	GO:0005886
C1G28410.1	GO:0009507
C1G28420.1	GO:0005634
C1G28430.1	GO:0005576
C1G28440.1	GO:0006468
C1G28440.1	GO:0006468
C1G28440.1	GO:0005886
C1G28440.1	GO:0006468
C1G28450.1	GO:0005634
C1G28460.1	GO:0005634
C1G28470.1	GO:0005634
C1G28480.1	GO:0005737
C1G28490.1	GO:0005794
C1G28500.1	GO:0005634
C1G28510.1	GO:0005739
C1G28530.1	GO:0009507
C1G28540.1	GO:0005634
C1G28550.1	GO:0005886
C1G28560.2	GO:0005634
C1G28570.1	GO:0005576
C1G28580.1	GO:0005773
C1G28580.1	GO:0005773
C1G28580.1	GO:0005576
C1G28590.1	GO:0005576
C1G28600.1	GO:0005618
C1G28600.1	GO:0005576
C1G28610.2	GO:0005576
C1G28630.4	GO:0005634
C1G28640.1	GO:0005576
C1G28650.1	GO:0005576
C1G28660.1	GO:0005576
C1G28670.1	GO:0005576
C1G28680.1	GO:0005737
C1G28690.1	GO:0005739
C1G28695.1	GO:0005737
C1G28700.1	GO:0009507
C1G28710.1	GO:0005737
C1G28760.1	GO:0009507
C1G28815.1	GO:0005634
C1G28960.1	GO:0005739
C1G29000.1	GO:0005737
C1G29010.1	GO:0005634
C1G29020.1	GO:0005576
C1G29030.1	GO:0005829
C1G29040.1	GO:0005773
C1G29040.1	GO:0009507
C1G29040.1	GO:0005773
C1G29041.1	GO:0005634
C1G29060.1	GO:0005794
C1G29070.1	GO:0009507
C1G29080.1	GO:0005576
C1G29090.1	GO:0005576
C1G29100.1	GO:0005737
C1G29120.5	GO:0005634
C1G29140.1	GO:0005576
C1G29150.1	GO:0046686
C1G29150.1	GO:0005829
C1G29150.1	GO:0009507
C1G29150.1	GO:0009506
C1G29160.1	GO:0005634
C1G29170.1	GO:0005737
C1G29179.1	GO:0005634
C1G29180.1	GO:0005634
C1G29195.1	GO:0009507
C1G29200.2	GO:0005794
C1G29220.2	GO:0005634
C1G29230.1	GO:0005886
C1G29240.1	GO:0005634
C1G29250.1	GO:0005886
C1G29250.1	GO:0005634
C1G29250.1	GO:0005634
C1G29250.1	GO:0005829
C1G29260.1	GO:0005634
C1G29270.1	GO:0009507
C1G29280.1	GO:0005634
C1G29310.1	GO:0005886
C1G29310.1	GO:0005739
C1G29310.1	GO:0016020
C1G29310.1	GO:0005794
C1G29320.1	GO:0005737
C1G29350.1	GO:0005634
C1G29355.1	GO:0005634
C1G29370.1	GO:0005634
C1G29380.1	GO:0005886
C1G29390.1	GO:0005739
C1G29395.1	GO:0009507
C1G29395.1	GO:0009507
C1G29400.1	GO:0005634
C1G29410.2	GO:0009507
C1G29418.1	GO:0005739
C1G29420.1	GO:0005739
C1G29430.1	GO:0005739
C1G29440.1	GO:0005739
C1G29450.1	GO:0005739
C1G29460.1	GO:0005739
C1G29465.1	GO:0009507
C1G29470.1	GO:0005794
C1G29470.1	GO:0005794
C1G29490.1	GO:0005739
C1G29500.1	GO:0005739
C1G29510.1	GO:0005739
C1G29530.1	GO:0005634
C1G29540.1	GO:0005739
C1G29550.1	GO:0005634
C1G29560.1	GO:0005634
C1G29570.1	GO:0005634
C1G29600.1	GO:0005634
C1G29620.1	GO:0005634
C1G29630.2	GO:0005634
C1G29640.1	GO:0005634
C1G29660.1	GO:0005576
C1G29660.1	GO:0005634
C1G29660.1	GO:0048046
C1G29670.1	GO:0009534
C1G29670.1	GO:0005576
C1G29670.1	GO:0048046
C1G29670.1	GO:0005618
C1G29670.1	GO:0009534
C1G29670.1	GO:0009534
C1G29670.1	GO:0009507
C1G29670.1	GO:0009534
C1G29680.1	GO:0005634
C1G29700.1	GO:0009507
C1G29700.1	GO:0009507
C1G29710.1	GO:0005739
C1G29720.1	GO:0005886
C1G29730.1	GO:0005886
C1G29740.1	GO:0005886
C1G29750.2	GO:0005886
C1G29760.1	GO:0005634
C1G29770.1	GO:0005634
C1G29780.1	GO:0005886
C1G29790.1	GO:0005886
C1G29790.1	GO:0005794
C1G29790.1	GO:0005794
C1G29800.1	GO:0005737
C1G29810.1	GO:0009507
C1G29820.1	GO:0005634
C1G29850.3	GO:0005829
C1G29860.1	GO:0005634
C1G29870.1	GO:0005737
C1G29880.1	GO:0005829
C1G29880.1	GO:0046686
C1G29900.1	GO:0016020
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009507
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0005739
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009570
C1G29900.1	GO:0009507
C1G29900.1	GO:0009570
C1G29910.1	GO:0009535
C1G29910.1	GO:0005739
C1G29910.1	GO:0009535
C1G29910.1	GO:0009507
C1G29910.1	GO:0009507
C1G29910.1	GO:0009534
C1G29910.1	GO:0009535
C1G29910.1	GO:0009534
C1G29910.1	GO:0009534
C1G29910.1	GO:0009534
C1G29910.1	GO:0009535
C1G29910.1	GO:0009535
C1G29910.1	GO:0009535
C1G29910.1	GO:0009579
C1G29910.1	GO:0009535
C1G29910.1	GO:0009535
C1G29910.1	GO:0009507
C1G29910.1	GO:0009535
C1G29910.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009507
C1G29920.1	GO:0048046
C1G29920.1	GO:0009535
C1G29920.1	GO:0009507
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29920.1	GO:0009579
C1G29920.1	GO:0009535
C1G29920.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009534
C1G29930.1	GO:0009579
C1G29930.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009507
C1G29930.1	GO:0009534
C1G29930.1	GO:0009507
C1G29930.1	GO:0009535
C1G29930.1	GO:0009534
C1G29930.1	GO:0009535
C1G29930.1	GO:0009535
C1G29930.1	GO:0009507
C1G29930.1	GO:0009534
C1G29930.1	GO:0009535
C1G29940.1	GO:0009507
C1G29940.1	GO:0005829
C1G29950.1	GO:0005634
C1G29960.1	GO:0005886
C1G29962.1	GO:0005634
C1G29965.1	GO:0009506
C1G29965.1	GO:0005737
C1G29965.1	GO:0005829
C1G29970.2	GO:0005737
C1G29980.1	GO:0005576
C1G29980.1	GO:0005886
C1G29990.1	GO:0005886
C1G29990.1	GO:0005829
C1G30000.1	GO:0005794
C1G30000.1	GO:0005794
C1G30010.1	GO:0009507
C1G30020.1	GO:0005739
C1G30040.1	GO:0005737
C1G30050.1	GO:0005634
C1G30060.1	GO:0005634
C1G30070.2	GO:0005634
C1G30080.1	GO:0005576
C1G30090.1	GO:0005737
C1G30100.1	GO:0009507
C1G30110.1	GO:0009507
C1G30120.1	GO:0009941
C1G30120.1	GO:0009570
C1G30120.1	GO:0009941
C1G30120.1	GO:0009570
C1G30120.1	GO:0009941
C1G30120.1	GO:0009941
C1G30120.1	GO:0009941
C1G30120.1	GO:0009570
C1G30120.1	GO:0009507
C1G30120.1	GO:0009507
C1G30120.1	GO:0009941
C1G30120.1	GO:0009941
C1G30120.1	GO:0009570
C1G30120.1	GO:0009941
C1G30130.1	GO:0005576
C1G30135.1	GO:0005634
C1G30140.1	GO:0005634
C1G30160.2	GO:0009507
C1G30170.1	GO:0005739
C1G30190.1	GO:0005634
C1G30200.2	GO:0005634
C1G30210.1	GO:0005634
C1G30220.1	GO:0005886
C1G30230.2	GO:0005886
C1G30230.2	GO:0005829
C1G30230.2	GO:0005886
C1G30240.2	GO:0005634
C1G30250.1	GO:0005739
C1G30260.1	GO:0005739
C1G30270.1	GO:0005886
C1G30280.1	GO:0005737
C1G30290.1	GO:0005739
C1G30300.1	GO:0005634
C1G30320.1	GO:0005737
C1G30320.1	GO:0005886
C1G30330.2	GO:0005634
C1G30350.1	GO:0005886
C1G30360.1	GO:0016020
C1G30360.1	GO:0005774
C1G30360.1	GO:0005576
C1G30360.1	GO:0005886
C1G30360.1	GO:0009941
C1G30360.1	GO:0005774
C1G30360.1	GO:0009941
C1G30360.1	GO:0009507
C1G30360.1	GO:0005774
C1G30360.1	GO:0009941
C1G30360.1	GO:0005773
C1G30360.1	GO:0009506
C1G30360.1	GO:0009941
C1G30360.1	GO:0005886
C1G30360.1	GO:0005773
C1G30370.1	GO:0005739
C1G30380.1	GO:0009534
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009507
C1G30380.1	GO:0009535
C1G30380.1	GO:0009534
C1G30380.1	GO:0009535
C1G30380.1	GO:0009579
C1G30380.1	GO:0009534
C1G30380.1	GO:0009507
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009535
C1G30380.1	GO:0009534
C1G30400.1	GO:0005774
C1G30400.1	GO:0005773
C1G30400.1	GO:0005773
C1G30400.1	GO:0005773
C1G30400.1	GO:0005773
C1G30400.1	GO:0005773
C1G30400.1	GO:0005634
C1G30400.1	GO:0005774
C1G30400.1	GO:0000325
C1G30400.1	GO:0009506
C1G30400.1	GO:0005773
C1G30400.1	GO:0005774
C1G30400.1	GO:0000325
C1G30420.1	GO:0005737
C1G30440.1	GO:0005886
C1G30440.1	GO:0005886
C1G30450.1	GO:0005886
C1G30455.1	GO:0005634
C1G30460.1	GO:0005634
C1G30470.1	GO:0005774
C1G30470.1	GO:0005634
C1G30470.1	GO:0005774
C1G30470.1	GO:0005774
C1G30473.1	GO:0005634
C1G30480.1	GO:0005634
C1G30490.1	GO:0005634
C1G30500.2	GO:0005634
C1G30510.2	GO:0009507
C1G30520.1	GO:0005739
C1G30530.1	GO:0009507
C1G30540.1	GO:0005737
C1G30550.1	GO:0005634
C1G30560.1	GO:0005737
C1G30570.1	GO:0006468
C1G30570.1	GO:0006468
C1G30570.1	GO:0005886
C1G30570.1	GO:0006468
C1G30580.1	GO:0046686
C1G30580.1	GO:0009506
C1G30580.1	GO:0005829
C1G30590.1	GO:0005634
C1G30600.1	GO:0009506
C1G30600.1	GO:0009505
C1G30600.1	GO:0005576
C1G30610.1	GO:0009793
C1G30610.1	GO:0009507
C1G30610.1	GO:0010098
C1G30620.1	GO:0005794
C1G30620.1	GO:0005794
C1G30630.1	GO:0005774
C1G30630.1	GO:0005774
C1G30630.1	GO:0005774
C1G30640.1	GO:0005737
C1G30650.1	GO:0005634
C1G30660.1	GO:0005634
C1G30670.1	GO:0005634
C1G30670.1	GO:0005634
C1G30680.1	GO:0005739
C1G30690.1	GO:0005829
C1G30690.1	GO:0005634
C1G30690.1	GO:0005886
C1G30690.1	GO:0005886
C1G30700.1	GO:0009507
C1G30710.1	GO:0009507
C1G30730.1	GO:0005737
C1G30740.1	GO:0009506
C1G30755.1	GO:0005634
C1G30760.1	GO:0005737
C1G30790.1	GO:0005634
C1G30795.1	GO:0005739
C1G30800.1	GO:0005576
C1G30810.1	GO:0005634
C1G30814.1	GO:0005634
C1G30820.1	GO:0005737
C1G30850.1	GO:0005634
C1G30870.1	GO:0005576
C1G30880.1	GO:0005739
C1G30900.1	GO:0005794
C1G30910.1	GO:0009507
C1G30925.1	GO:0005739
C1G30950.1	GO:0005634
C1G30960.1	GO:0009507
C1G30970.1	GO:0005634
C1G30972.1	GO:0005576
C1G30974.1	GO:0005576
C1G30990.1	GO:0005634
C1G31000.1	GO:0005634
C1G31010.1	GO:0009507
C1G31020.1	GO:0005739
C1G31040.1	GO:0005739
C1G31050.1	GO:0005634
C1G31070.2	GO:0005829
C1G31070.2	GO:0005886
C1G31070.2	GO:0005737
C1G31080.1	GO:0005634
C1G31090.1	GO:0005634
C1G31120.1	GO:0005737
C1G31130.1	GO:0009507
C1G31130.1	GO:0005794
C1G31140.2	GO:0005634
C1G31150.1	GO:0005634
C1G31160.1	GO:0009507
C1G31160.1	GO:0005739
C1G31163.1	GO:0005634
C1G31170.4	GO:0009507
C1G31175.1	GO:0005634
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009651
C1G31180.1	GO:0009651
C1G31180.1	GO:0009570
C1G31180.1	GO:0009579
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009507
C1G31180.1	GO:0005739
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31180.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009507
C1G31190.1	GO:0009507
C1G31190.1	GO:0005829
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31190.1	GO:0009570
C1G31200.1	GO:0005634
C1G31220.1	GO:0009507
C1G31220.1	GO:0009507
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009507
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009570
C1G31230.1	GO:0009507
C1G31240.1	GO:0005634
C1G31260.1	GO:0005886
C1G31270.1	GO:0005739
C1G31280.1	GO:0005737
C1G31290.1	GO:0005737
C1G31310.1	GO:0005634
C1G31320.1	GO:0005634
C1G31330.1	GO:0009535
C1G31330.1	GO:0009534
C1G31330.1	GO:0009535
C1G31330.1	GO:0009941
C1G31330.1	GO:0009941
C1G31330.1	GO:0009507
C1G31330.1	GO:0009507
C1G31330.1	GO:0009579
C1G31330.1	GO:0009941
C1G31330.1	GO:0009535
C1G31330.1	GO:0009535
C1G31330.1	GO:0009534
C1G31330.1	GO:0009941
C1G31330.1	GO:0009534
C1G31330.1	GO:0009941
C1G31330.1	GO:0009941
C1G31330.1	GO:0016020
C1G31330.1	GO:0009535
C1G31330.1	GO:0009941
C1G31330.1	GO:0009507
C1G31330.1	GO:0009534
C1G31330.1	GO:0009941
C1G31330.1	GO:0009535
C1G31330.1	GO:0009535
C1G31330.1	GO:0009535
C1G31330.1	GO:0009535
C1G31330.1	GO:0009535
C1G31335.1	GO:0005886
C1G31335.1	GO:0005576
C1G31340.1	GO:0005886
C1G31340.1	GO:0005829
C1G31350.1	GO:0005634
C1G31360.1	GO:0005634
C1G31370.1	GO:0005634
C1G31380.1	GO:0005634
C1G31390.1	GO:0005737
C1G31410.1	GO:0009941
C1G31410.1	GO:0009941
C1G31410.1	GO:0005634
C1G31410.1	GO:0009941
C1G31410.1	GO:0009941
C1G31420.1	GO:0005886
C1G31430.1	GO:0005739
C1G31440.1	GO:0005634
C1G31440.1	GO:0005886
C1G31450.1	GO:0005576
C1G31460.1	GO:0005634
C1G31460.1	GO:0005886
C1G31470.1	GO:0005739
C1G31470.1	GO:0005634
C1G31480.1	GO:0009506
C1G31480.1	GO:0005773
C1G31480.1	GO:0005773
C1G31480.1	GO:0005737
C1G31490.1	GO:0005737
C1G31490.1	GO:0009507
C1G31500.4	GO:0005634
C1G31510.1	GO:0005634
C1G31520.1	GO:0005739
C1G31540.2	GO:0005737
C1G31550.2	GO:0005773
C1G31550.2	GO:0005576
C1G31550.2	GO:0005773
C1G31580.1	GO:0005739
C1G31600.1	GO:0005634
C1G31620.1	GO:0005634
C1G31630.1	GO:0005634
C1G31640.1	GO:0005634
C1G31650.1	GO:0005739
C1G31660.1	GO:0005634
C1G31670.1	GO:0005576
C1G31690.1	GO:0009507
C1G31710.1	GO:0005576
C1G31730.1	GO:0009506
C1G31730.1	GO:0005886
C1G31730.1	GO:0005829
C1G31740.1	GO:0005576
C1G31750.1	GO:0005634
C1G31760.1	GO:0005634
C1G31772.1	GO:0005576
C1G31780.1	GO:0005829
C1G31780.1	GO:0005794
C1G31790.1	GO:0009507
C1G31800.1	GO:0009941
C1G31800.1	GO:0009507
C1G31800.1	GO:0009941
C1G31800.1	GO:0009941
C1G31800.1	GO:0009507
C1G31800.1	GO:0009941
C1G31810.1	GO:0005737
C1G31812.1	GO:0005737
C1G31812.1	GO:0005886
C1G31812.1	GO:0005829
C1G31814.1	GO:0005634
C1G31817.1	GO:0009507
C1G31820.1	GO:0005886
C1G31830.1	GO:0005886
C1G31840.1	GO:0005739
C1G31850.1	GO:0005794
C1G31860.1	GO:0009507
C1G31860.1	GO:0009570
C1G31860.1	GO:0009570
C1G31860.1	GO:0009570
C1G31860.1	GO:0009570
C1G31860.1	GO:0009507
C1G31870.1	GO:0005634
C1G31880.1	GO:0005634
C1G31910.1	GO:0005737
C1G31920.1	GO:0005739
C1G31930.1	GO:0005737
C1G31940.1	GO:0005886
C1G31940.1	GO:0005634
C1G31950.1	GO:0016020
C1G31950.1	GO:0005737
C1G31970.1	GO:0005829
C1G31970.1	GO:0005634
C1G31990.1	GO:0005739
C1G32000.1	GO:0005634
C1G32010.1	GO:0005634
C1G32020.1	GO:0005634
C1G32030.1	GO:0005634
C1G32050.1	GO:0005886
C1G32050.1	GO:0005794
C1G32050.1	GO:0005886
C1G32050.1	GO:0005886
C1G32060.1	GO:0009570
C1G32060.1	GO:0009941
C1G32060.1	GO:0009535
C1G32060.1	GO:0009535
C1G32060.1	GO:0009570
C1G32060.1	GO:0009570
C1G32060.1	GO:0009941
C1G32060.1	GO:0009507
C1G32060.1	GO:0009535
C1G32060.1	GO:0009535
C1G32060.1	GO:0009570
C1G32060.1	GO:0009570
C1G32060.1	GO:0016020
C1G32060.1	GO:0009570
C1G32060.1	GO:0009570
C1G32060.1	GO:0048046
C1G32060.1	GO:0009570
C1G32060.1	GO:0009941
C1G32060.1	GO:0009941
C1G32060.1	GO:0009579
C1G32060.1	GO:0009570
C1G32060.1	GO:0009507
C1G32060.1	GO:0009570
C1G32060.1	GO:0009570
C1G32060.1	GO:0009507
C1G32060.1	GO:0042742
C1G32060.1	GO:0009570
C1G32060.1	GO:0042742
C1G32060.1	GO:0009535
C1G32070.2	GO:0009507
C1G32070.2	GO:0005634
C1G32080.1	GO:0009941
C1G32080.1	GO:0009507
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0005886
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009941
C1G32080.1	GO:0009507
C1G32080.1	GO:0016020
C1G32090.1	GO:0009506
C1G32090.1	GO:0009507
C1G32090.1	GO:0005794
C1G32090.1	GO:0005886
C1G32090.1	GO:0005886
C1G32090.1	GO:0005886
C1G32100.1	GO:0005737
C1G32120.1	GO:0005634
C1G32120.1	GO:0016020
C1G32130.1	GO:0005634
C1G32140.1	GO:0005737
C1G32150.1	GO:0005634
C1G32160.1	GO:0009570
C1G32160.1	GO:0009570
C1G32160.1	GO:0009570
C1G32160.1	GO:0005634
C1G32160.1	GO:0009570
C1G32160.1	GO:0009507
C1G32180.1	GO:0005794
C1G32190.1	GO:0005576
C1G32190.1	GO:0005886
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32200.1	GO:0009507
C1G32200.1	GO:0009507
C1G32200.1	GO:0009570
C1G32200.1	GO:0009570
C1G32220.1	GO:0010287
C1G32220.1	GO:0010287
C1G32220.1	GO:0005739
C1G32220.1	GO:0010287
C1G32220.1	GO:0009507
C1G32220.1	GO:0010287
C1G32220.1	GO:0009579
C1G32225.1	GO:0005739
C1G32230.1	GO:0005634
C1G32240.1	GO:0005634
C1G32260.1	GO:0005739
C1G32270.1	GO:0005634
C1G32330.1	GO:0005634
C1G32340.1	GO:0005634
C1G32350.1	GO:0005739
C1G32360.1	GO:0005634
C1G32361.1	GO:0005634
C1G32375.1	GO:0005634
C1G32380.1	GO:0009507
C1G32400.1	GO:0009506
C1G32400.1	GO:0005576
C1G32400.1	GO:0005794
C1G32400.1	GO:0005773
C1G32400.1	GO:0005773
C1G32410.1	GO:0005773
C1G32410.1	GO:0005773
C1G32415.1	GO:0005739
C1G32420.1	GO:0005737
C1G32430.1	GO:0005737
C1G32440.1	GO:0009507
C1G32440.1	GO:0009507
C1G32450.1	GO:0005886
C1G32460.1	GO:0005634
C1G32470.1	GO:0005739
C1G32470.1	GO:0005739
C1G32470.1	GO:0009507
C1G32480.1	GO:0005737
C1G32490.1	GO:0016020
C1G32490.1	GO:0005634
C1G32500.1	GO:0009570
C1G32500.1	GO:0009507
C1G32500.1	GO:0009570
C1G32500.1	GO:0009570
C1G32500.1	GO:0009570
C1G32510.1	GO:0005634
C1G32520.1	GO:0009507
C1G32520.1	GO:0009507
C1G32530.1	GO:0005737
C1G32540.1	GO:0005576
C1G32550.2	GO:0009507
C1G32560.1	GO:0009506
C1G32570.1	GO:0005634
C1G32580.1	GO:0009507
C1G32583.1	GO:0005576
C1G32585.1	GO:0005634
C1G32610.1	GO:0005634
C1G32630.1	GO:0005634
C1G32640.1	GO:0005634
C1G32650.1	GO:0005739
C1G32660.1	GO:0005634
C1G32690.1	GO:0005634
C1G32690.1	GO:0005886
C1G32700.1	GO:0005634
C1G32730.1	GO:0009507
C1G32750.1	GO:0005634
C1G32763.1	GO:0005576
C1G32770.1	GO:0005634
C1G32780.1	GO:0005737
C1G32810.2	GO:0005634
C1G32850.1	GO:0005634
C1G32860.1	GO:0046658
C1G32860.1	GO:0005576
C1G32860.1	GO:0005886
C1G32860.1	GO:0046658
C1G32870.1	GO:0005634
C1G32880.1	GO:0005737
C1G32900.1	GO:0009507
C1G32900.1	GO:0009507
C1G32900.1	GO:0009507
C1G32910.1	GO:0005737
C1G32930.1	GO:0005794
C1G32940.1	GO:0005576
C1G32950.1	GO:0005576
C1G32960.1	GO:0005576
C1G32970.1	GO:0005576
